Year,Description,Image Alt,Image Link
2018,And she wins a record sixth gold at World Boxing Championships!– (Nov’ 18),Komgratulations!,https://amul.com/files/hits/amul-hits-2649.jpg
2018,Celebrating the legacy of the Milkman of India! - (Nov’ 18),Amul Ratna,https://amul.com/files/hits/amul-hits-2648.jpg
2018,"Freddie Mercury & Queen biopic, 'Bohemian Rhapsody'! - (Nov’ 18)",We are the chompions!,https://amul.com/files/hits/amul-hits-2647.jpg
2018,Wishing Indian women’s T20 cricket captain! - (Nov’ 18),Harmanjeet le?,https://amul.com/files/hits/amul-hits-2646.jpg
2018,Tribute to Alyque Padamsee. - (Nov’ 18),He ad that magic..,https://amul.com/files/hits/amul-hits-2645.jpg
2018,Bollywood superstars tie the knot! – Nov’18,Ranveer not single anymore!,https://amul.com/files/hits/amul-hits-2644.jpg
2018,"Tribute to comic-book icon,creator of the modern superhero – Nov’18",Tribute,https://amul.com/files/hits/amul-hits-2643.jpg
2018,Crucial US midterm election results!  - (Nov’ 18),Democratheek hai !,https://amul.com/files/hits/amul-hits-2642.jpg
2018,Happy Diwali!- (Nov’ 18),Feastival of lights!,https://amul.com/files/hits/amul-hits-2641.jpg
2018,A tribute to the leader who inspired Amul! - (Oct’ 18),Monumental achievement!,https://amul.com/files/hits/amul-hits-2640.jpg
2018,Family blockbuster of the year! - (Oct’ 18),Maska? Bada hi do?,https://amul.com/files/hits/amul-hits-2639.jpg
2018,Controversy surrounds Bureau of Investigation!  - (Oct’ 18),CBI can’t C I to I?,https://amul.com/files/hits/amul-hits-2638.jpg
2018,SC’s partial ban on fireworks! - (Oct’ 18),Court crackers down on noise!,https://amul.com/files/hits/amul-hits-2637.jpg
2018,Shimla to get new name? - (Oct' 18),Shyamula?,https://amul.com/files/hits/amul-hits-2636.jpg
2018,Celebrating 115th birth anniversary of founder Chairman Shri Tribhuvandas Patel - (Oct' 18),Door ki soch. Doodh ki soch...,https://amul.com/files/hits/amul-hits-2635.jpg
2018,Current turmoil in the petroleum market! -  (Oct' 18),Opeculiar situation?,https://amul.com/files/hits/amul-hits-2634.jpg
2018,Dangerous rise in temp due to global warning! - (Oct' 18),Yeh toh unearth ho gaya!,https://amul.com/files/hits/amul-hits-2633.jpg
2018,Youngest Indian to score debut test century! (Oct’ 18),Shawbash!,https://amul.com/files/hits/amul-hits-2632.jpg
2018,Hailing Judiciary’s recent landmark judgments!  - (Oct’ 18),Our courts reign Supreme!,https://amul.com/files/hits/amul-hits-2631.jpg
2018,Hon PM inaugurates Amul’s Chocolate Plant at Anand - (Sep’ 18),"Modiji, Kuchch meetha ji!",https://amul.com/files/hits/amul-hits-2630.jpg
2018,Supreme Court verdict on UID! - (Sep’ 18),Aadar for Aadhar!,https://amul.com/files/hits/amul-hits-2629.jpg
2018,Tyson to scout for MMA stars in Mumbai!  - (Sep’ 18),Mike kind of snack!,https://amul.com/files/hits/amul-hits-2628.jpg
2018,Golf great returns after five years to win PGA tour event!- (Sep’ 18),Tiger’s out of the woods!,https://amul.com/files/hits/amul-hits-2627.jpg
2018,Indian all-rounder suffers back injury in Asia Cup! - (Sep’ 18),Hardik ko PainDya?,https://amul.com/files/hits/amul-hits-2626.jpg
2018,Fuelprices at their peak!- (Sep’ 18),Petrol jump,https://amul.com/files/hits/amul-hits-2625.jpg
2018,New online dance challenge goes viral!  - (Sep’ 18),Sharkahari Snack!,https://amul.com/files/hits/amul-hits-2624.jpg
2018,Indian currency falls to all time low against USD…  - (Sep’ 18),Rupee dola re dola re dollar re…,https://amul.com/files/hits/amul-hits-2623.jpg
2018,Ms William’s tantrums in US Open finals!  - (Sep’ 18),Unserene!,https://amul.com/files/hits/amul-hits-2622.jpg
2018,Tribute to Dr. Kurian on his sixth death anniversary! - (Sep’ 18),He dairied to dream...,https://amul.com/files/hits/amul-hits-2621.jpg
2018,All Amul products are 100% vegetarian.  - (Sep’ 18),Main 100% vegetarian hoon!,https://amul.com/files/hits/amul-hits-2620.jpg
2018,India wins richest ever haul of 69 medals!  - (Sep’ 18),Asiandaar pradarshan!,https://amul.com/files/hits/amul-hits-2619.jpg
2018,Indian captain stands tall among the ruins in India-England test series!   - (Sep’ 18),Kohli hoon main..duniya ka bojh uthata hoon!,https://amul.com/files/hits/amul-hits-2618.jpg
2018,First Indian heptathlete to win Asian Gold!  - (Aug’ 18),Apna har Swapna fulfil karna!,https://amul.com/files/hits/amul-hits-2617.jpg
2018,Neeraj Chopra wins first ever gold in the event!- (Aug’ 18),Javel in the crown!,https://amul.com/files/hits/amul-hits-2616.jpg
2018,Odisha sprinter makes history in Asian Games 2018!,Chand ne taare tod laaye!,https://amul.com/files/hits/amul-hits-2615.jpg
2018,"At 16, India’s youngest ever Asian Games gold medal winner!",Saurabh ka Gaurav!,https://amul.com/files/hits/amul-hits-2614.jpg
2018,Indian contingent excels at Asian Games!  - (Aug’ 18),"Mera Gold, Mera Desh!",https://amul.com/files/hits/amul-hits-2613.jpg
2018,The tragedy of the Kerala floods… - (Aug’ 18),God please help your own country…,https://amul.com/files/hits/amul-hits-2612.jpg
2018,Tribute to the great former Prime Minister...  - (Aug’ 18),Har battle mein atal!,https://amul.com/files/hits/amul-hits-2611.jpg
2018,Tribute to legendary Indian skipper… - (Aug’ 18),Hamare Ajit Kaptaan…,https://amul.com/files/hits/amul-hits-2610.jpg
2018,Happy independence day!  - (Aug’ 18),Swad desh ka…,https://amul.com/files/hits/amul-hits-2609.jpg
2018,Tribute to the famed writer…  - (Aug’ 18),He’s among the believers now..,https://amul.com/files/hits/amul-hits-2608.jpg
2018,The issue of outside food being allowed into multiplexes in Maharashtra…  - (Aug’ 18),Cinemaska!,https://amul.com/files/hits/amul-hits-2607.jpg
2018,Tribute to a great writer and politician... - (Aug’ 18),The Tamil Thalaivar…,https://amul.com/files/hits/amul-hits-2606.jpg
2018,"Our badminton star, needs all the encouragement!  - (Aug’ 18)",Just Sindhu it!,https://amul.com/files/hits/amul-hits-2605.jpg
2018,Kohli’s solo master class in batsmanship!- (Aug’ 18),Viratuoso performance!,https://amul.com/files/hits/amul-hits-2604.jpg
2018,"Kapil, Sunny, Sherry & Amir invited to Imran’s swearing in… - (Aug’ 18)",Guest match special!,https://amul.com/files/hits/amul-hits-2603.jpg
2018,Keenly contested India-England series begins... as Virat Kohli takes on James Anderson. - (July’ 18),Ball swing hoga ki balla?,https://amul.com/files/hits/amul-hits-2602.jpg
2018,Imran set to become Pakistan’s PM!  - (July’ 18),Pakiskhan!,https://amul.com/files/hits/amul-hits-2601.jpg
2018,Urban potholes reach epic proportions!   - (July’ 18),The problem’s getting crater!,https://amul.com/files/hits/amul-hits-2600.jpg
2018,The Rafale deal controversy… - (July’ 18),Pass or Rafail?,https://amul.com/files/hits/amul-hits-2599.jpg
2018,The messaging service limits ‘forwards’ to 5 users to contain rumours!   - (July’ 18),Whatsappening to forwards?,https://amul.com/files/hits/amul-hits-2598.jpg
2018,Hugs in Parliament… - (July’ 18),Embracing ya embarrassing?,https://amul.com/files/hits/amul-hits-2597.jpg
2018,"Croatian captain wins Golden Ball, best player of FIFA 2018! - (July’ 18)",Sandvic for Modric!,https://amul.com/files/hits/amul-hits-2596.jpg
2018,France win their second FIFA World Cup!  - (July’ 18),Mbappa re Baap!,https://amul.com/files/hits/amul-hits-2595.jpg
2018,Djokovic wins fourth Wimbledon tiltle! - (July’ 18),Sab ko haraya!,https://amul.com/files/hits/amul-hits-2594.jpg
2018,"Who will triumph, France or Croatia?  - (July’ 18)",Who’ll be the Deschamps?,https://amul.com/files/hits/amul-hits-2593.jpg
2018,18 year old wins India's first ever track gold in a global event! - (July’ 18),Das ka dus!,https://amul.com/files/hits/amul-hits-2592.jpg
2018,Daring rescue mission to save 12 boys and their soccer coach! - (July’ 18),Cave se save tak!,https://amul.com/files/hits/amul-hits-2591.jpg
2018,Predict your team to win FIFA 2018…   - (July’ 18),Who’s eur favorite?,https://amul.com/files/hits/amul-hits-2590.jpg
2018,The final four ready themselves for action!- (July’ 18),Seemi in the finals!,https://amul.com/files/hits/amul-hits-2589.jpg
2018,Belgium send one of FIFA favourites home! – (July’ 18),Brazil's dream de Bruined?,https://amul.com/files/hits/amul-hits-2588.jpg
2018,England win a penalty shoot out in FIFA! – (July’ 18),Pickford of the pack,https://amul.com/files/hits/amul-hits-2587.jpg
2018,Neymar’s theatrics and over-acting! - (July’ 18),Brazil’s best fallward!,https://amul.com/files/hits/amul-hits-2586.jpg
2018,3 great players & their teams go home in FIFA 2018!  - (July’ 18),"Spain na-pass ho gaya, Portu-Gull, ArgentiNa Raha!",https://amul.com/files/hits/amul-hits-2585.jpg
2018,"The success of Bollywood movie, Sanju... - (July’ 18)","One butter, many dishes.",https://amul.com/files/hits/amul-hits-2584.jpg
2018,Defending champions eliminated from FIFA 2018! - (June’ 18),Laut gaye gharmany!,https://amul.com/files/hits/amul-hits-2583.jpg
2018,Football's first use of video technology to reach correct decisions..  - (June’ 18),VARld Cup!,https://amul.com/files/hits/amul-hits-2582.jpg
2018,BCCI’s insistence on Yo-Yo fitness tests… - (June’ 18),Are Yo fit to play?,https://amul.com/files/hits/amul-hits-2581.jpg
2018,FIFA 2018. Wobby start for top teams!- (June’ 18),World cupset pe upset?,https://amul.com/files/hits/amul-hits-2580.jpg
2018,"Lio or Cristiano, the No. 1 debate continues! - (June’ 18)","Ronal- ek, Ronaldo, Ronal-teen!",https://amul.com/files/hits/amul-hits-2579.jpg
2018,FIFA 2018 begins.. - (June’ 18),"Russian, runnin, kickin, scorin..",https://amul.com/files/hits/amul-hits-2578.jpg
2018,Historic first summit between US President- North Korean leader! - (June’ 18),Singapower Treaty?,https://amul.com/files/hits/amul-hits-2577.jpg
2018,"Rafa creates history at the French Open, plus his 17th Grand Slam! - (June’ 18)",Roland Gyaaraahs!,https://amul.com/files/hits/amul-hits-2576.jpg
2018,Tribute to the celebrity chef...  - (June’ 18),He lived life with no reservations…,https://amul.com/files/hits/amul-hits-2575.jpg
2018,Virat’s statue now in Madame Tussaud’s Delhi museum!  - (June’ 18),Kohli wax the ball!,https://amul.com/files/hits/amul-hits-2574.jpg
2018,Time running out for the 12 time Grand Slam winner? – (June’ 18),Djo darr gaya samjho haar gaya!,https://amul.com/files/hits/amul-hits-2573.jpg
2018,World Environment Day! – (June’ 18),It’s our ownenvironment. Protect it!,https://amul.com/files/hits/amul-hits-2572.jpg
2018,Amul celebrates World Milk Day! – (May’ 18),"Milk le, Milk Day...",https://amul.com/files/hits/amul-hits-2571.jpg
2018,The fitness challenge… – (May’ 18),#MaskaHitTohIndiaFit…,https://amul.com/files/hits/amul-hits-2570.jpg
2018,CSK win their third IPL title! – (May’ 18),Shane ai Super Kings!,https://amul.com/files/hits/amul-hits-2569.jpg
2018,The legendary South African batsman retires from international cricket! – (May’ 18),AB na jaao chhod ke…,https://amul.com/files/hits/amul-hits-2568.jpg
2018,Petrol prices hit all time high ! – (May’ 18),Fuel aur kaante!,https://amul.com/files/hits/amul-hits-2567.jpg
2018,Political drama in Southern state finally over.. (May’ 18),Karnataken!,https://amul.com/files/hits/amul-hits-2566.jpg
2018,The Royal wedding at Windsor Castle… – (May’ 18),Remarkleable wedding!,https://amul.com/files/hits/amul-hits-2565.jpg
2018,Buttler equals record of most consecutive IPL fifties.. – (May’ 18),Josh Butter!,https://amul.com/files/hits/amul-hits-2564.jpg
2018,Critically acclaimed Hindi film… (May’ 18),Sab Raazi hai!,https://amul.com/files/hits/amul-hits-2563.jpg
2018,Tribute to one of the police force’s finest…– (May’ 18),An officer and a gentleman…,https://amul.com/files/hits/amul-hits-2562.jpg
2018,Walmart buys 77% stake in Flipkart!– (May’ 18,Try it a la kart!,https://amul.com/files/hits/amul-hits-2561.jpg
2018,Winning match after match for SRH! – (May’ 18),Bowlers se Hyder aabaad hai!,https://amul.com/files/hits/amul-hits-2560.jpg
2018,Russian President sworn in for 4th term! (May’ 18),Vladmir’s Putin power again!,https://amul.com/files/hits/amul-hits-2559.jpg
2018,Blockbuster that's Hollywood's biggest hit in India...  – (May’ 18),Avengetarian Marvel!,https://amul.com/files/hits/amul-hits-2558.jpg
2018,Government’s latest initiative on accessibility... (Apr’ 18),Electricity in every electrivillage?,https://amul.com/files/hits/amul-hits-2557.jpg
2018,Legendary Swedish band reunites after 35 years for two songs! – (Apr’ 18),Shabbash Guys!,https://amul.com/files/hits/amul-hits-2556.jpg
2017,Bollywood’s  latest blockbuster hit!   – (Dec’ 17),Swad se swagat!,https://amul.com/files/hits/amul-hits-2513.jpg
2017,RJD leader in jail for the fodder scam…   – (Dec’ 17),Mera tujhse hai pehle ka neta koi..,https://amul.com/files/hits/amul-hits-2512.jpg
2017,Sachin unable to make speech in Rajya Sabha because of sloganeering!   – (Dec’ 17),Narajya Sabha?,https://amul.com/files/hits/amul-hits-2511.jpg
2017,BJP wins Gujarat and Himachal Pradesh elections!  – (Dec’ 17),Modijeet!,https://amul.com/files/hits/amul-hits-2510.jpg
2017,MP’s fondness for tweeting big words like ‘Rodomontade’!  – (Dec’ 17),Tharooraurus anyone?,https://amul.com/files/hits/amul-hits-2509.jpg
2017,Three double hundreds & a second anniversary! – Dec’17,Such a Rohimantic gesture!,https://amul.com/files/hits/amul-hits-2508.jpg
2017,Much awaited Indian cricket captain- Bollywood actress marriage – Dec’17,"Kohli sajaake rakhna, mehndi lagaake rakhna…",https://amul.com/files/hits/amul-hits-2507.jpg
2017,Tribute to an actor and a gentleman – Dec’17,Mere paas aapka cinema hai…,https://amul.com/files/hits/amul-hits-2506.jpg
2017,Sri Lankan players protect themselves from smog! – Dec’17,Kya Maskari hai?,https://amul.com/files/hits/amul-hits-2505.jpg
2017,High profile engagement of TV star Meghan Markle & Prince Harry! – Nov’17,Suitable Boy… A SUITSable girl!,https://amul.com/files/hits/amul-hits-2504.jpg
2017,US President's daughter comes to India! – Nov’17,Ivanakam for breakfast!,https://amul.com/files/hits/amul-hits-2503.jpg
2017,Kohli scores century after century as captain! (Nov’17),Sau many records for Virat!,https://amul.com/files/hits/amul-hits-2502.jpg
2017,Celebrating the legacy of the Milkman of India!   – (Nov’ 17),"He gave India, Anand…",https://amul.com/files/hits/amul-hits-2501.jpg
2017,Deadly BrahMos test-fired from supersonic fighter jet!  – (Nov’ 17),Brahvo!,https://amul.com/files/hits/amul-hits-2500.jpg
2017,Quirky Bollywood comedy about a housewife cum radio jockey!  – (Nov’ 17),Fast food ho ya Sulu food !,https://amul.com/files/hits/amul-hits-2499.jpg
2017,India has a Miss World after 17 years!  – (Nov’ 17),Mahakhushi Chhilllar !,https://amul.com/files/hits/amul-hits-2498.jpg
2017,Leanardo’s painting Salvatore Mundi most expensive artwork to ever sell in an auction!– (Nov’ 17),"Have it, Mundi ho ya Sunday!",https://amul.com/files/hits/amul-hits-2497.jpg
2017,Capital facing severe smog problems!– (Nov’ 17),Delhi Helly?,https://amul.com/files/hits/amul-hits-2496.jpg
2017,South superstar actor starts his own political party! – (Nov’ 17),One more Kamal blooms in politics?,https://amul.com/files/hits/amul-hits-2495.jpg
2017,Airline drama at the airport! – (Nov’ 17),Have Ondego!,https://amul.com/files/hits/amul-hits-2494.jpg
2017,Scandal involving financial leak of documents of rich and powerful!  – (Nov’ 17),Tax haiwan!,https://amul.com/files/hits/amul-hits-2493.jpg
2017,The country’s favourite food!  – (Nov’ 17),In every national dish!,https://amul.com/files/hits/amul-hits-2492.jpg
2017,The pet that tweets!  – (Nov’ 17),"Take a bow-wow, pidi!",https://amul.com/files/hits/amul-hits-2491.jpg
2017,Popular TV show removed under controversial circumstances! – (Nov’ 17),House of Discards?,https://amul.com/files/hits/amul-hits-2490.jpg
2017,Indian cricket captain has higher brand value than Argentinian football star!  – (Oct’ 17),Virat’s Amessing achievement !,https://amul.com/files/hits/amul-hits-2489.jpg
2017,"Portuguese superstar is footballer of the year, second year in a row!   – (Oct’ 17)",Ronaldo’s Fifabulous!,https://amul.com/files/hits/amul-hits-2488.jpg
2017,India wins Asia Cup after ten years! – (Oct’ 17),Hakk ki jeet!,https://amul.com/files/hits/amul-hits-2487.jpg
2017,"The monument, very much a part of India’s culture…  – (Oct’ 17)",Makhano ka Taj?,https://amul.com/files/hits/amul-hits-2486.jpg
2017,Happy Diwali!  – (Oct’ 17),Utterli Butterli Diwali!,https://amul.com/files/hits/amul-hits-2485.jpg
2017,SC judgment on fireworks! – (Oct’ 17),Crackering the whip?,https://amul.com/files/hits/amul-hits-2484.jpg
2017,Football fever at FIFA U-17 World Cup! – (Oct’ 17),Youth ka yudh!,https://amul.com/files/hits/amul-hits-2483.jpg
2017,Tribute to the legendary filmmaker… – (Oct’ 17),Yeh jo hai zindagi…,https://amul.com/files/hits/amul-hits-2482.jpg
2017,"Bollywood's new foodie movie, Chef! – (Oct’ 17)",Hamara apna Maskachef!,https://amul.com/files/hits/amul-hits-2481.jpg
2017,"Pandya, India’s new star! – (Oct’ 17)",Hardik Swagger!,https://amul.com/files/hits/amul-hits-2480.jpg
2017,Tribute to a fine actor and gentleman. – Oct’ 17,Kaun kehta hai ki maut aayi toh main mar jaoonga?,https://amul.com/files/hits/amul-hits-2479.jpg
2017,The on-line news & networking service doubles character limit from 140! – Sep’ 17,twotter?,https://amul.com/files/hits/amul-hits-2478.jpg
2017,Germany’s Merkel wins for the fourth time!  – Sep’ 17,Chancelaur ek term!,https://amul.com/files/hits/amul-hits-2477.jpg
2017,India’s official entry for 2018 Academy Awards! – (Sep’ 17),New turn for the Oscars!,https://amul.com/files/hits/amul-hits-2476.jpg
2017,India’s Chinaman bowler hatricks Aussies!  – Sep’ 17,"Cooldeep, Hot trick!",https://amul.com/files/hits/amul-hits-2475.jpg
2017,Precious memorabilia lost in RK Studios fire!  – Sep’ 17,Jaane kahan gaye woh din?,https://amul.com/files/hits/amul-hits-2474.jpg
2017,Tribute to a great leader.  – Sep’ 17,The Force will always be with you…,https://amul.com/files/hits/amul-hits-2473.jpg
2017,The Ahmedabad – Mumbai Bullet Train! – (Sep’ 17),Utterly Bulletly Delicious !,https://amul.com/files/hits/amul-hits-2472.jpg
2017,Bollywood actress causing waves both on and off screen!  – Sep’ 17,Kangana never Ransaut of controversy !,https://amul.com/files/hits/amul-hits-2471.jpg
2017,First Navy all women team to circumnavigate the globe! – (Sep’ 17),"Nayi Umang, Navy Adventure!",https://amul.com/files/hits/amul-hits-2470.jpg
2017,"Popular TV drama, This is Us. – Sep’ 17",This is Muska,https://amul.com/files/hits/amul-hits-2469.jpg
2017,Tribute to Dr. Kurien on his fifth death anniversary! – Sep’ 17,"Humare yaadon mein bhi hai, vaadon mein bhi hai…",https://amul.com/files/hits/amul-hits-2468.jpg
2017,Star wins IPL rights for over 2.5 billion dollars! – Sep’ 17,In a league of its own!,https://amul.com/files/hits/amul-hits-2467.jpg
2017,North Korea’s leader and his nuke obsession! – Sep’ 17,Kim ka jung on?,https://amul.com/files/hits/amul-hits-2466.jpg
2017,Second woman to hold major post! – (Sep’ 17),Defence Ministree!,https://amul.com/files/hits/amul-hits-2465.jpg
2017,Saina Nehwal & PV Sindhu lift the game to new heights! – September’ 17,Badhai minton!,https://amul.com/files/hits/amul-hits-2464.jpg
2017,The city’s citizens come to each other’s rescue!- Aug’17,Barsaathi haath badhaana...,https://amul.com/files/hits/amul-hits-2463.jpg
2017,Landmark judgment by Supreme Court!  – (August’ 17),Har Nivaasi ko Privacy!,https://amul.com/files/hits/amul-hits-2462.jpg
2017,Milestone judgment by Supreme Court! – Aug’17,Court Ka Talaq laakh shukr hai!,https://amul.com/files/hits/amul-hits-2461.jpg
2017,Dispute over Doklam – Aug’17,CHEENI KUM KARO!,https://amul.com/files/hits/amul-hits-2460.jpg
2017,Drama at the top in giant IT company!- Aug’17,VISHAL COULD'T STIKKA AROUND!,https://amul.com/files/hits/amul-hits-2459.jpg
2017,Dangerous online game banned!- Aug’17,SWIM AWAY FROM THIS WHALE!,https://amul.com/files/hits/amul-hits-2458.jpg
2017,New CBFC chief. – July’ 17,Joshi se sab prasann hai!,https://amul.com/files/hits/amul-hits-2457.jpg
2017,Condemning atrocities and harassment – Aug’17,INHE WOMAAN DIJIYE...,https://amul.com/files/hits/amul-hits-2456.jpg
2017,Jamaican legend calls it a day…  – (August’ 17),Usain bolts into the sunset!,https://amul.com/files/hits/amul-hits-2455.jpg
2017,Brazilian star footballer moves from Barcelona in world record deal! – July’ 17,Transfer fee ney mar daala!,https://amul.com/files/hits/amul-hits-2454.jpg
2017,"U.S. President hires and fires, hires and fires! - Aug'17",Scramamucci!,https://amul.com/files/hits/amul-hits-2453.jpg
2017,Soaring prices of this staple food!- July’17,Tomato Afsause?,https://amul.com/files/hits/amul-hits-2452.jpg
2017,Surge in registrations as deadline approaches!– July’ 17,"Yeh RERA ghar, yeh mera ghar!",https://amul.com/files/hits/amul-hits-2451.jpg
2017,"The ups, downs and side-steps of Bihar politics!– July’ 17","Jat mangni, Patna byaah!",https://amul.com/files/hits/amul-hits-2450.jpg
2017,Well played Indian women cricket team!- July’17,They blue our minds!,https://amul.com/files/hits/amul-hits-2449.jpg
2017,Popular RJ spoofs Mumbai potholes! – (July 17),"Mithaliya, Maska liya!",https://amul.com/files/hits/amul-hits-2448.jpg
2017,India has a new President! – July’ 17,KOVINDIA!,https://amul.com/files/hits/amul-hits-2446.jpg
2017,Captain of women’s cricket team creates records! – July’ 17,"Mithaliya, Maska liya!",https://amul.com/files/hits/amul-hits-2445.jpg
2017,The great man wins another Wimbledon title!  – (July’ 17),ROGER GETS BETTER WITH AGE!,https://amul.com/files/hits/amul-hits-2443.jpg
2017,"Comedy,romance,music,adventure & more! - July'17",HAR JAGGA KHAO!,https://amul.com/files/hits/amul-hits-2442.jpg
2017,Three new coaches for Indian cricket team. - July'17,Ravi's Shastras!,https://amul.com/files/hits/amul-hits-2441.jpg
2017,When will Indian cricket coach be announced?- July’17,Virat's Kohling the shots?,https://amul.com/files/hits/amul-hits-2439.jpg
2017,Path breaking visit by PM! -July'17,Incredible for India,https://amul.com/files/hits/amul-hits-2438.jpg
2017,India’s women cricket team goes from strength to strength! – July’ 17,Wow’men’s cricket team!,https://amul.com/files/hits/amul-hits-2436.jpg
2017,Roll out of government’s tax reform!  – (July’ 17),Easy to diGST!,https://amul.com/files/hits/amul-hits-2435.jpg
2017,Our national carrier to be privatised? – (June’ 17),Mahara ja raha hai?,https://amul.com/files/hits/amul-hits-2434.jpg
2017,Mr Modi meets Mr Trump!  – (June’ 17),USAfir hoon yaaron…,https://amul.com/files/hits/amul-hits-2433.jpg
2017,Stormy clouds over Indian cricket! – (June’ 17),"SabCoach seekha humne, na seekhi koi yaari?",https://amul.com/files/hits/amul-hits-2432.jpg
2017,Three times Best Actor retires from acting! – (June’ 17),Daniel calls it a Day!,https://amul.com/files/hits/amul-hits-2431.jpg
2017,Shuttler Srikanth wins Indonesian Open!  – (June’ 17),Goodminton!,https://amul.com/files/hits/amul-hits-2430.jpg
2017,Much awaited mega India-Pakistan final! – (June’ 17),Father of all matches!,https://amul.com/files/hits/amul-hits-2429.jpg
2017,Bob Dylan accused of plagiarising Nobel Prize speech!  – (June’ 17),The lines they are a changin’?,https://amul.com/files/hits/amul-hits-2428.jpg
2017,Government considering concessions to farmers! – (June’ 17),Waive off loan... Wave of butter!,https://amul.com/files/hits/amul-hits-2427.jpg
2017,Rafa’s record 10th Roland Garros Grand Slam!  – (June’ 17),La Desimaska!,https://amul.com/files/hits/amul-hits-2426.jpg
2017,Indian coach and captain disharmony?  – (June’ 17),How will the cookie Kumble?,https://amul.com/files/hits/amul-hits-2425.jpg
2017,New ‘Made in India’ satellite launched! - (June’ 17),ISRO Rocks it !,https://amul.com/files/hits/amul-hits-2424.jpg
2017,Famed historian’s resignation letter makes waves! – (June’ 17),Yeh kya guha? Kaise guha?,https://amul.com/files/hits/amul-hits-2423.jpg
2017,President Trump’s difficulty with words on Twitter!,Have with Covfefe or Tvea?,https://amul.com/files/hits/amul-hits-2422.jpg
2017,Celebrating world milk day! (June’17),"Doodh morning, Doodh evening, Doodh night!",https://amul.com/files/hits/amul-hits-2421.jpg
2017,Speculation on a collaboration between the two stars- May’17,Pitt-chure abhi baaki hai?,https://amul.com/files/hits/amul-hits-2420.jpg
2017,PM’s Europe tour!- May’17,"German dost, Spanish coast, Russian host, French toast!",https://amul.com/files/hits/amul-hits-2419.jpg
2017,Bollywood singers vs Twitter.- May’17,"Geet gaata chal, Tweet khaata bandh?",https://amul.com/files/hits/amul-hits-2418.jpg
2017,Tribute to the spy we loved! -May'17,HE SHOOK US. HE STIRRED US.,https://amul.com/files/hits/amul-hits-2417.jpg
2017,Will the superstar be joining politics is the big question….-May’17,Rajniti or no rajniti?,https://amul.com/files/hits/amul-hits-2416.jpg
2017,Third time IPL winners!-May’17,Dum Bhai Indians!,https://amul.com/files/hits/amul-hits-2415.jpg
2017,Breach of confidential information!- May’17,R.USA.IAN?,https://amul.com/files/hits/amul-hits-2413.jpg
2017,Tribute to Bollywood’s much loved ‘Ma’- May'17,Hum aapke hai forever...,https://amul.com/files/hits/amul-hits-2414.jpg
2017,Ransomware attack creates cyber chaos!- May’17,Bhatakti ATMa!,https://amul.com/files/hits/amul-hits-2412.jpg
2017,Amul-Official sponsor New Zealand Team,Phir bhi Zeal hai Hindustani!,https://amul.com/files/hits/amul-hits-2411.jpg
2017,Controversy surrounds electoral machine!- May’17,Everybody's Voting Makhan!,https://amul.com/files/hits/amul-hits-2410.jpg
2017,Promotion of health for kids! _ May’17,Schools junked food!,https://amul.com/files/hits/amul-hits-2409.jpg
2017,Biopics  being planned on martial arts icon!,RGV ne Kasam Lee?,https://amul.com/files/hits/amul-hits-2408.jpg
2017,Celebrating France's youngest President! - May'17,MACRONi FOR LUNCH?,https://amul.com/files/hits/amul-hits-2407.jpg
2017,Pop star’s luxurious list of prerequisites!- May’17,UNBELIEBABLE DEMANDS!,https://amul.com/files/hits/amul-hits-2406.jpg
2017,RCB’s disappointing results at IPL 10 – May’17,Royal let-down for fans?,https://amul.com/files/hits/amul-hits-2405.jpg
2017,Pee Cee’s trench-coat gown at MET Gala! – May’17,DRESS VIDESH?,https://amul.com/files/hits/amul-hits-2404.png
2017,Movie that’s broken all box office records! – May’17,Baaho se Belly tak!,https://amul.com/files/hits/amul-hits-2403.jpg
2017,Bowler engaged to Bollywood actress! – Apr’17,"Zak de India,pack le india!",https://amul.com/files/hits/amul-hits-2402.jpg
2017,Tribute to one of Hindi cinema’s favourite superstars – Apr’17,YEH KABHI NA RUKA HAAR KE…,https://amul.com/files/hits/amul-hits-2401.jpg
2017,Miss Sinha denies she will sing at Justin concert! – Apr’17,Is Sonakshi a Belieber?,https://amul.com/files/hits/amul-hits-2400.jpg
2016,Anushka-Virat ..will they-won’t they? – Dec’16,India's most engaging couple!,https://amul.com/files/hits/amul-hits-2340.jpg
2016,Offensive twitterati target celebrities!,Introllerance?,https://amul.com/files/hits/amul-hits-2339.jpg
2016,2016 the year many iconic musicians left us.-Dec'16,The final countdown...,https://amul.com/files/hits/amul-hits-2338.jpg
2016,Tribute to revered pop icon- Dec'16.,Too young to go-go...,https://amul.com/files/hits/amul-hits-2337.jpg
2016,Bollywood’s new biographical sports drama!- Dec’16,Dangal the bait...,https://amul.com/files/hits/amul-hits-2336.jpg
2016,Flip- flops on policies. - Dec’ 16,Reverse Bank of India?,https://amul.com/files/hits/amul-hits-2335.jpg
2016,Nair joins the 300 club!,Kyarun banaye!,https://amul.com/files/hits/amul-hits-2334.jpg
2016,Parliament winter session washout! – Dec’16,LOK PARLOCK?,https://amul.com/files/hits/amul-hits-2333.jpg
2016,George Clooney heads to singledom!,IS THE MARRIAGE AMULLED?,https://amul.com/files/hits/amul-hits-2332.jpg
